"index"	"Unnamed: 0"	"Unnamed: 1"	"Unnamed: 2"	"区分"	"入札公告（現在募集中）"	"備考"	"落札情報（過去）"	"備考.1"
205	"海上自衛隊"	"新潟基地分遣隊"		"一般競争（政府調達）"	"https://www.mod.go.jp/msdf/bukei/mn/nyusatsu_s.html"		"https://www.mod.go.jp/msdf/bukei/mn/keiyakukeka_main_MN.html"	"○随意契約に係る情報の公表「公共工事」に記載（Excel）"
206	"海上自衛隊"	"新潟基地分遣隊"					"https://www.mod.go.jp/msdf/bukei/mn/keiyakukeka_main_MN.html"	"○随意契約に係る情報の公表「物品役務等」に記載（Excel）"
207	"海上自衛隊"	"舞鶴地方総監部"		"公募"	"https://www.mod.go.jp/msdf/bukei/m0/koubo_main_M0.html"		"https://www.mod.go.jp/msdf/bukei/m0/keiyakukeka_main_M0.html"	"○競争入札に係る情報の公表「公共工事」に記載（Excel）"
208	"海上自衛隊"	"舞鶴地方総監部"		"一般競争"	"https://www.mod.go.jp/msdf/bukei/m0/nyusatsu.html"		"https://www.mod.go.jp/msdf/bukei/m0/keiyakukeka/kk_jiseki04.htm"	"令和６年度建設工事入札結果"
209	"海上自衛隊"	"舞鶴地方総監部"		"一般競争（政府調達）"	"https://www.mod.go.jp/msdf/bukei/m0/nyusatsu_s.html"		"https://www.mod.go.jp/msdf/bukei/m0/keiyakukeka_main_M0.html"	"○競争入札に係る情報の公表「物品役務等」に記載（Excel）"
210	"海上自衛隊"	"舞鶴地方総監部"		"オープンカウンター方式"	"https://www.mod.go.jp/msdf/bukei/m0/nyusatsu_main_M0.html"	"「オープンカウンター」方式に記載"	"https://www.mod.go.jp/msdf/bukei/m0/keiyakukeka_main_M0.html"	"○随意契約に係る情報の公表「公共工事」に記載（Excel）"
211	"海上自衛隊"	"舞鶴地方総監部"					"https://www.mod.go.jp/msdf/bukei/m0/keiyakukeka_main_M0.html"	"○随意契約に係る情報の公表「物品役務等」に記載（Excel）"
212	"海上自衛隊"	"阪神基地隊"		"公募"	"https://www.mod.go.jp/msdf/bukei/k1/koubo_main_K1.html"		"https://www.mod.go.jp/msdf/bukei/k1/keiyakukeka_main_K1.html"	
213	"海上自衛隊"	"阪神基地隊"		"一般競争"	"https://www.mod.go.jp/msdf/bukei/k1/nyusatsu.html"		"https://www.mod.go.jp/msdf/bukei/k1/keiyakukeka/kk_jiseki.html"	"建設工事入札結果"
214	"海上自衛隊"	"阪神基地隊"		"一般競争（政府調達）"	"https://www.mod.go.jp/msdf/bukei/k1/nyusatsu_s.html"		"https://www.mod.go.jp/msdf/bukei/k1/keiyakukeka/kg_jiseki.html"	"建設・コンサルタント業務入札結果"
215	"海上自衛隊"	"阪神基地隊"		"オープンカウンター方式"	"https://www.mod.go.jp/msdf/bukei/k1/open_counter.html"		"https://www.mod.go.jp/msdf/bukei/k1/keiyakukeka_main_K1.html"	"○競争入札に係る情報の公表「物品役務等」に記載（Excel）"
216	"海上自衛隊"	"阪神基地隊"					"https://www.mod.go.jp/msdf/bukei/k1/keiyakukeka_main_K1.html"	"○随意契約に係る情報の公表「公共工事」に記載（Excel）"
217	"海上自衛隊"	"阪神基地隊"					"https://www.mod.go.jp/msdf/bukei/k1/keiyakukeka_main_K1.html"	"○随意契約に係る情報の公表「物品役務等」に記載（Excel）"
218	"海上自衛隊"	"由良基地分遣隊"		"公募"	"https://www.mod.go.jp/msdf/bukei/ky/koubo_main_KY.html"		"https://www.mod.go.jp/msdf/bukei/ky/keiyakukeka_main_KY.html"	"○競争入札に係る情報の公表「公共工事」に記載（Excel）"
